platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake,username,username_length,digits_count,digit_ratio,special_char_count,repeat_char_count,suspicious_engagement_rate
X,1,27,1,400,680,0.5882,2025,180,0.080808081,0.753074659,0.680396529,338,148,119,0,0,1,user_654499,11,6,0.545454545,1,2,1.483333
X,1,234,0,406,711,0.571,4594,220,0.047878128,0.365508271,0.007892226,227,38,85,0,0,1,gpxkx7419,9,4,0.444444444,0,0,0.559091
Instagram,0,110,0,400,720,0.5556,194,210,1.076923077,0.638724357,0.014741626,128,161,93,1,1,0,riya.8144,9,4,0.444444444,1,1,1.209524
Facebook,0,56,0,400,709,0.5642,592,191,0.322091062,0.457247222,0.776879826,28,146,91,0,1,1,user_673106,11,6,0.545454545,1,0,1.240838
X,0,25,0,400,700,0.5714,2490,180,0.072260136,0.066537761,0.074435323,178,100,80,1,0,1,acc_w37q18tk,12,4,0.333333333,1,1,1
Instagram,1,152,1,388,739,0.525,1858,200,0.116729424,0.510671942,0.305181674,163,90,84,0,1,0,ashley.7795,11,4,0.363636364,1,1,0.87
X,0,53,0,389,702,0.5541,2455,204,1.789473684,0.763255724,0.958040424,159,113,126,1,1,0,tao.7556,8,4,0.5,1,1,1.171569
Facebook,1,28,0,407,688,0.5916,1318,170,0.080808081,0.882341386,0.985247117,319,138,87,1,1,1,zvhmj1541,9,4,0.444444444,0,0,1.323529
Instagram,0,210,0,400,700,0.5714,1738,218,0.125359402,0.540637347,0.161402862,397,176,93,0,0,1,sbvte9832,9,4,0.444444444,0,0,1.233945
Facebook,0,96,1,340,675,0.5037,2062,175,0.080808081,0.673137951,0.560901921,287,34,127,1,0,1,acc_pbxq7wxp,12,1,0.083333333,1,1,0.92
Facebook,0,163,1,418,703,0.5946,1691,193,0.114066194,0.438050418,0.559148828,493,83,41,1,0,1,user_788435,11,6,0.545454545,1,1,0.642487
Instagram,1,124,1,404,682,0.5924,3669,217,0.059128065,0.318909259,0.452380691,264,75,98,1,1,0,john.1276,9,4,0.444444444,1,0,0.797235
Instagram,1,77,0,385,668,0.5763,1395,227,0.16260745,0.411699995,0.924700158,466,56,133,1,1,1,d9dgpde5f7,10,3,0.3,0,0,0.832599
Instagram,1,34,1,400,701,0.5706,3169,208,0.080808081,0.911752357,0.491509769,394,27,135,1,0,0,omar,4,0,0,0,0,0.778846
Instagram,0,29,0,422,701,0.602,3560,197,0.055321539,0.164171285,0.764526936,252,65,68,1,0,0,yusuf4225,9,4,0.444444444,0,1,0.675127
Instagram,0,91,0,401,710,0.5648,2237,223,0.099642538,0.248499818,0.269569432,434,100,39,0,0,0,alex7749,8,4,0.5,0,1,0.623318
Instagram,0,16,0,382,697,0.5481,3884,200,0.049163449,0.606190791,0.434319772,387,149,137,1,0,0,olga.7227,9,4,0.444444444,1,1,1.43
Instagram,1,124,1,423,675,0.6267,3252,200,0.058407624,0.116281322,0.487423698,296,100,30,1,0,0,max,3,0,0,0,0,0.65
X,1,207,1,419,697,0.6011,3933,204,0.051855618,0.510671942,0.298912041,24,90,29,1,1,0,pablo_7847,10,4,0.4,1,0,0.583333
Facebook,0,237,0,420,728,0.5769,3015,171,0.056697613,0.047236372,0.491509769,144,136,84,0,0,1,qlmtc7046,9,4,0.444444444,0,0,1.28655
Instagram,1,157,0,380,690,0.5507,3487,209,0.059919725,0.755312293,0.491509769,174,198,76,0,0,0,martin4503,10,4,0.4,0,0,1.311005
X,0,243,1,411,688,0.5974,1129,197,0.174336283,0.373728047,0.491509769,252,163,26,0,0,0,liwei,5,0,0,0,0,0.959391
X,1,92,1,396,696,0.569,1697,194,0.114252061,0.051165574,0.203653334,313,181,34,1,0,0,tariq,5,0,0,0,0,1.108247
X,0,172,1,401,703,0.5704,133,170,1.268656716,0.842927894,0.242261809,108,165,59,0,0,0,carlos,6,0,0,0,0,1.317647
Facebook,1,124,0,400,697,0.5739,2455,220,0.04713949,0.640460235,0.255460029,128,65,31,0,1,0,riya,4,0,0,0,0,0.436364
Instagram,0,109,0,419,760,0.5513,4221,185,0.043818096,0.008858709,0.455716345,1,100,89,0,1,0,priya,5,0,0,0,0,1.021622
Instagram,0,124,0,401,679,0.5906,3540,209,0.059022875,0.267532848,0.509573191,9,132,131,1,1,0,lucas.69,8,2,0.25,1,0,1.258373
Facebook,0,124,1,416,667,0.6237,2989,214,0.071571906,0.352045608,0.308879208,346,80,90,0,1,1,bhdgm3019,9,4,0.444444444,0,0,0.794393
Facebook,0,178,1,424,721,0.5881,4303,210,0.048791822,0.322578149,0.90729642,252,164,99,0,0,0,jessica62,9,2,0.222222222,0,1,1.252381
Instagram,0,101,1,409,698,0.586,2455,200,0.063429439,0.498342029,0.553139723,410,185,26,1,0,0,carlos,6,0,0,0,0,1.055
Instagram,0,105,0,403,739,0.5453,312,200,0.686900958,0.526802958,0.787476928,396,62,76,1,0,0,maria_7927,10,4,0.4,1,0,0.69
Instagram,1,46,0,409,701,0.5835,2455,183,0.075277664,0.396754018,0.924237832,318,98,76,0,1,1,acc_l1ifbxrq,12,1,0.083333333,1,1,0.95082
X,1,180,1,395,701,0.5635,1786,224,0.125349748,0.331770339,0.163135115,10,100,25,1,1,0,mia6152,7,4,0.571428571,0,0,0.558036
X,1,63,0,393,678,0.5796,4392,216,0.049169133,0.504409328,0.427874484,397,71,23,0,1,0,daniel_4099,11,4,0.363636364,1,1,0.435185
Instagram,0,245,1,364,724,0.5028,402,184,0.456575682,0.033615405,0.433210402,95,42,118,1,1,0,luna.1531,9,4,0.444444444,1,0,0.869565
Instagram,0,124,0,400,692,0.578,1597,193,0.12077597,0.64520176,0.35447225,463,66,43,0,1,0,tariq3217,9,4,0.444444444,0,0,0.564767
Instagram,1,249,1,392,709,0.5529,122,178,1.447154472,0.605982517,0.008905867,379,194,141,1,0,0,yuki.402,8,3,0.375,1,0,1.882022
Instagram,0,165,0,405,701,0.5777,751,198,0.263297872,0.2792198,0.815972108,92,64,140,1,1,0,arjun,5,0,0,0,0,1.030303
Instagram,0,63,1,390,699,0.5579,106,181,1.691588785,0.179515447,0.491509769,252,61,42,1,1,0,ashley,6,0,0,0,0,0.569061
X,0,86,1,375,701,0.535,1060,190,0.179076343,0.510671942,0.995480598,97,190,42,0,1,0,lucas_1103,10,4,0.4,1,1,1.221053
Instagram,0,216,1,402,701,0.5735,4168,204,0.048932598,0.587343751,0.772958492,281,157,65,0,0,0,riya,4,0,0,0,0,1.088235
Instagram,0,233,1,400,735,0.5442,4664,200,0.043086817,0.568900273,0.580010018,452,89,109,0,0,1,tegly6105,9,4,0.444444444,0,0,0.99
Instagram,1,6,1,400,707,0.5658,3239,200,0.066358025,0.53331809,0.154606418,466,165,110,1,1,1,user_546142,11,6,0.545454545,1,0,1.375
X,1,21,1,413,677,0.61,1245,188,0.150882825,0.985618268,0.515392971,294,103,76,1,0,1,acc_uvj3b6fh,12,2,0.166666667,1,1,0.952128
X,1,80,0,411,640,0.6422,76,192,2.493506494,0.531544111,0.261108741,347,50,139,0,0,1,acc_80tyouij,12,2,0.166666667,1,1,0.984375
Instagram,1,124,1,431,645,0.6682,1010,199,0.196834817,0.72179073,0.252322525,252,106,109,1,0,0,sakura_2895,11,4,0.363636364,1,0,1.080402
Instagram,1,240,1,405,690,0.587,3283,219,0.080808081,0.112918272,0.829529249,144,37,59,0,1,0,sofia483,8,3,0.375,0,0,0.438356
X,0,168,1,390,703,0.5548,2276,228,0.100131752,0.298970789,0.380644424,420,66,25,0,1,0,luna.6587,9,4,0.444444444,1,0,0.399123
Instagram,0,73,0,401,715,0.5608,3809,191,0.050131234,0.275446615,0.450723803,363,76,56,0,1,0,anna_6639,9,4,0.444444444,1,2,0.691099
Facebook,0,137,1,381,723,0.527,453,193,0.425110132,0.575975506,0.842964738,210,99,139,1,1,1,bot_evsnl,9,0,0,1,0,1.233161
Facebook,0,184,1,381,738,0.5163,766,200,0.260756193,0.330813228,0.087790626,154,104,132,0,0,0,ivan7267,8,4,0.5,0,0,1.18
Instagram,1,124,1,401,733,0.5471,4583,200,0.043630017,0.641066427,0.594617853,241,47,134,1,0,1,bot_69ouv,9,2,0.222222222,1,0,0.905
Facebook,1,239,0,405,754,0.5371,2716,195,0.071770335,0.690089739,0.578215681,75,139,143,0,0,0,dmitri_716,10,3,0.3,1,0,1.446154
Instagram,0,124,0,371,701,0.5292,1498,184,0.122748499,0.033689837,0.425214569,322,100,51,0,0,1,o3jgh3xr54,10,4,0.4,0,0,0.820652
X,0,124,1,405,696,0.5819,3947,210,0.053191489,0.639757712,0.829774641,377,102,80,0,0,0,yumi_1116,9,4,0.444444444,1,1,0.866667
X,1,229,0,404,699,0.578,3733,207,0.055436529,0.510671942,0.942890061,451,71,148,1,0,0,jessica_9952,12,4,0.333333333,1,2,1.057971
Facebook,0,218,1,413,723,0.5712,4926,204,0.041404506,0.465135302,0.465335862,174,116,26,1,1,0,nikolai,7,0,0,0,0,0.696078
Instagram,1,51,0,405,684,0.5921,2839,199,0.070070423,0.726576571,0.456147051,110,110,110,1,1,0,leo_1498,8,4,0.5,1,0,1.105528
Instagram,1,160,1,431,711,0.6062,490,200,0.407331976,0.703344996,0.50206373,458,100,115,0,0,0,ananya4646,10,4,0.4,0,0,1.075
Facebook,0,0,0,421,701,0.6006,2455,200,0.086185567,0.299822545,0.723124031,417,100,76,0,1,0,rahul_2494,10,4,0.4,1,0,0.88
X,0,235,1,408,686,0.5948,2455,211,0.108931337,0.27236585,0.668060291,17,182,22,0,1,1,bot_m1kn1,9,2,0.222222222,1,0,0.966825
Facebook,1,180,1,420,692,0.6069,2750,235,0.085423482,0.440226508,0.222834949,290,133,126,1,1,0,ahmed.5081,10,4,0.4,1,0,1.102128
X,1,187,0,390,689,0.566,3297,198,0.060036386,0.188667083,0.063895349,273,82,76,1,0,0,michael_3795,12,4,0.333333333,1,0,0.79798
Instagram,0,161,1,430,701,0.6134,4571,199,0.043525809,0.974699013,0.94925413,237,127,138,0,1,0,kiran3271,9,4,0.444444444,0,0,1.331658
X,1,3,1,411,691,0.5948,3692,232,0.062821554,0.344917071,0.26106976,252,107,62,1,1,1,user_228899,11,6,0.545454545,1,3,0.728448
Facebook,0,144,1,421,721,0.5839,1104,194,0.175565611,0.922993274,0.638596685,161,189,84,1,1,0,satish,6,0,0,0,0,1.407216
Instagram,0,131,1,400,693,0.5772,1600,192,0.119925047,0.908264963,0.828438003,416,176,118,0,0,0,max,3,0,0,0,0,1.53125
Facebook,1,170,0,386,701,0.5506,3282,218,0.06640268,0.364848988,0.300276751,383,100,9,0,1,0,ashley,6,0,0,0,0,0.5
Facebook,0,245,1,400,684,0.5848,2455,193,0.061037318,0.254084632,0.635433414,199,181,111,0,0,0,mina168,7,3,0.428571429,0,0,1.512953
X,0,217,0,420,668,0.6287,3946,200,0.050164682,0.770835635,0.107900241,233,137,128,0,1,1,bfwgpzc0a9,10,2,0.2,0,0,1.325
Facebook,0,3,0,400,648,0.6173,2455,199,0.876651982,0.229377848,0.969931444,382,100,76,0,0,0,yusuf616,8,3,0.375,0,0,0.884422
X,1,0,0,410,749,0.5474,4804,181,0.037669095,0.52124639,0.058158275,252,156,54,1,0,0,fatima,6,0,0,0,0,1.160221
Instagram,0,70,1,401,730,0.5493,1715,196,0.114219114,0.110689374,0.438174674,497,118,97,1,0,1,sqngt4100,9,4,0.444444444,0,1,1.096939
X,1,221,1,368,701,0.525,4150,195,0.046976632,0.385932155,0.536819242,252,93,85,1,1,0,layla7101,9,4,0.444444444,0,0,0.912821
Instagram,0,177,1,400,701,0.5706,2244,185,0.082405345,0.078154924,0.790481779,42,108,133,1,1,0,riya_7885,9,4,0.444444444,1,1,1.302703
X,1,200,0,400,685,0.5839,2893,199,0.068762958,0.510671942,0.121128517,81,133,104,0,1,0,chen8662,8,4,0.5,0,1,1.190955
Facebook,1,188,1,415,685,0.6058,2346,211,0.089902003,0.510671942,0.440807974,252,185,23,1,0,1,mtiwa3297,9,4,0.444444444,0,0,0.985782
X,1,34,0,402,678,0.5929,579,200,0.379310345,0.991307157,0.29971157,303,77,76,1,1,0,dmitri8413,10,4,0.4,0,0,0.765
X,1,7,1,385,679,0.567,1699,226,0.132941176,0.254807597,0.312010716,68,184,102,1,0,1,acc_0n4zomta,12,2,0.166666667,1,1,1.265487
Instagram,1,151,1,406,733,0.5539,2455,200,0.043506635,0.510671942,0.778787916,198,130,132,1,0,0,zuri,4,0,0,0,0,1.31
Facebook,1,210,1,412,735,0.5605,2672,179,0.066965956,0.448046115,0.005460945,405,23,134,1,1,0,layla9281,9,4,0.444444444,0,0,0.877095
X,1,35,0,362,701,0.5164,4302,185,0.080808081,0.184153634,0.491509769,252,146,130,1,0,0,amina.906,9,3,0.333333333,1,0,1.491892
Facebook,1,177,0,439,708,0.6201,2928,223,0.0761352,0.610069036,0.81039843,426,8,76,1,0,1,acc_9384gd91,12,6,0.5,1,1,0.376682
X,1,243,1,400,713,0.561,279,210,0.75,0.724704947,0.901362244,460,157,75,0,1,0,michael.8528,12,4,0.333333333,1,0,1.104762
X,0,122,0,397,716,0.5545,1469,223,0.15170068,0.147219483,0.626881803,252,95,76,0,1,1,yezsi5055,9,4,0.444444444,0,1,0.766816
Facebook,0,42,0,392,697,0.5624,4773,200,0.043150398,0.510671942,0.333455328,479,76,97,1,0,1,su6k1a8ow5,10,4,0.4,0,0,0.865
Instagram,1,26,1,430,701,0.6134,941,219,0.232484076,0.700161636,0.427234733,215,81,46,0,0,0,chen_6731,9,4,0.444444444,1,0,0.579909
Instagram,0,31,0,447,729,0.6132,2319,207,0.089224138,0.197342881,0.969736082,123,171,54,1,1,0,tariq.6001,10,4,0.4,1,1,1.086957
X,1,77,1,441,713,0.6185,4537,221,0.048699868,0.648947625,0.881186826,15,100,48,1,1,0,mia47,5,2,0.4,0,0,0.669683
Instagram,1,120,1,349,670,0.5209,1784,202,0.113165266,0.510671942,0.463525909,125,85,2,0,1,0,mina.8618,9,4,0.444444444,1,0,0.430693
Facebook,0,145,1,397,671,0.5917,1876,225,0.080808081,0.681137752,0.943063007,13,195,76,0,0,1,acc_f447fxxn,12,3,0.25,1,3,1.204444
X,1,155,0,409,693,0.5902,4644,188,0.040473628,0.496096852,0.822954875,38,59,34,1,0,1,uuapd1629,9,4,0.444444444,0,1,0.494681
X,1,156,1,414,674,0.6142,3227,200,0.065675341,0.048137675,0.491509769,198,150,76,1,1,0,ashley_7396,11,4,0.363636364,1,0,1.13
Instagram,0,15,1,396,686,0.5773,3729,188,0.050402145,0.510671942,0.682977235,107,60,139,1,1,0,olga,4,0,0,0,0,1.058511
Facebook,0,98,0,378,722,0.5235,986,214,0.216818642,0.555599925,0.857654043,267,134,128,1,1,1,bot_bbq2x,9,1,0.111111111,1,1,1.224299
X,1,46,1,361,685,0.527,2455,222,0.078695498,0.724794623,0.891766141,252,171,99,1,1,0,satish.772,10,3,0.3,1,1,1.216216
Instagram,0,186,0,407,685,0.5942,3971,201,0.05060423,0.126071775,0.092016585,352,182,116,1,1,1,acc_dro0d13d,12,3,0.25,1,1,1.482587
X,0,30,0,400,687,0.5822,2067,198,0.095744681,0.721272473,0.965216977,310,74,22,1,0,0,lucas_1861,10,4,0.4,1,0,0.484848
Facebook,1,3,1,378,706,0.5354,425,201,0.471830986,0.510671942,0.333613099,389,38,100,0,0,1,user_008317,11,6,0.545454545,1,1,0.686567
X,0,164,0,384,685,0.5606,2455,189,0.089700997,0.799267044,0.43989951,39,121,27,0,1,0,yumi.1705,9,4,0.444444444,1,0,0.783069
X,0,16,0,427,692,0.6171,2471,203,0.082119741,0.599165875,0.791903759,346,186,112,0,1,0,alex_3377,9,4,0.444444444,1,2,1.46798
Instagram,1,38,1,414,700,0.5914,3795,183,0.048208641,0.510671942,0.664896306,268,105,116,0,1,0,haruto6917,10,4,0.4,0,0,1.20765
Instagram,0,47,0,392,701,0.5592,2892,208,0.071897684,0.201916952,0.893059912,68,97,124,0,0,0,leo,3,0,0,0,0,1.0625
Instagram,0,173,1,380,714,0.5322,1684,200,0.118694362,0.815924169,0.400573751,151,132,76,0,1,0,hans_9855,9,4,0.444444444,1,1,1.04
Instagram,1,217,0,365,691,0.5282,3174,228,0.071811024,0.560192664,0.491509769,457,169,55,0,0,1,acc_ns48yppg,12,2,0.166666667,1,2,0.982456
Facebook,1,175,1,450,737,0.6106,3148,206,0.065417593,0.987468073,0.03168885,186,91,76,1,0,1,acc_xxerotov,12,0,0,1,2,0.81068
Instagram,1,38,0,377,723,0.5214,4062,187,0.046025105,0.37348867,0.462725377,429,13,132,1,1,0,leo.1218,8,4,0.5,1,0,0.775401
Instagram,0,232,1,429,695,0.6173,4052,204,0.050333087,0.685719222,0.72407077,351,154,141,0,1,0,marco1571,9,4,0.444444444,0,0,1.446078
Facebook,1,124,1,406,697,0.5825,3652,206,0.056392007,0.622820872,0.301178718,456,15,27,1,1,0,john1201,8,4,0.5,0,0,0.203883
Instagram,1,29,0,415,684,0.6067,4162,209,0.05020418,0.637581709,0.491509769,240,129,20,1,1,0,chen.7196,9,4,0.444444444,1,0,0.712919
Instagram,0,157,1,421,685,0.6146,4911,211,0.042956026,0.510671942,0.219397768,226,146,75,0,1,0,chris_2961,10,4,0.4,1,0,1.047393
Facebook,1,21,0,402,728,0.5522,2455,188,0.080808081,0.13910828,0.491509769,427,150,19,0,0,0,sakura.8953,11,4,0.363636364,1,0,0.898936
Facebook,1,202,1,415,740,0.5608,2455,200,0.066079295,0.549644044,0.491509769,203,168,114,0,0,0,rahul_5258,10,4,0.4,1,0,1.41
Facebook,1,65,1,388,730,0.5315,1810,215,0.11871894,0.50912967,0.705383055,266,13,95,1,0,0,sofia4041,9,4,0.444444444,0,0,0.502326
X,1,107,1,378,686,0.551,437,204,0.465753425,0.510671942,0.378940012,117,100,50,0,1,0,kiran2737,9,4,0.444444444,0,0,0.735294
X,0,11,0,400,685,0.5839,4886,189,0.038674033,0.436150267,0.041596069,316,100,101,0,1,0,sofia,5,0,0,0,0,1.063492
Facebook,0,221,1,369,729,0.5062,235,209,0.88559322,0.518812077,0.853469587,291,7,39,0,1,1,user_774639,11,6,0.545454545,1,1,0.220096
Facebook,1,35,0,418,707,0.5912,4771,190,0.039815591,0.320922315,0.487721863,455,26,84,1,1,0,kwame8192,9,4,0.444444444,0,0,0.578947
Facebook,0,17,1,388,672,0.5774,2146,192,0.089427108,0.293158832,0.59931897,393,110,80,1,0,1,4yp859qijz,10,4,0.4,0,0,0.989583
X,1,89,1,388,711,0.5457,3576,190,0.053117137,0.738272575,0.491509769,461,39,76,1,0,0,carlos.599,10,3,0.3,1,1,0.605263
X,0,180,1,363,724,0.5014,4857,209,0.04302182,0.066918143,0.655074433,221,155,107,1,0,0,riya,4,0,0,0,0,1.253589
Instagram,0,124,1,403,666,0.6051,3562,200,0.080808081,0.312963079,0.730856871,384,67,1,0,0,1,fbtho1542,9,4,0.444444444,0,0,0.34
Instagram,0,0,1,393,658,0.5973,2475,179,0.072294023,0.510671942,0.491509769,62,122,13,1,1,1,acc_hoqbp5s2,12,2,0.166666667,1,1,0.75419
Facebook,1,126,1,402,690,0.5826,2455,178,0.780701754,0.208772968,0.589151531,395,60,13,0,1,1,dopsd6869,9,4,0.444444444,0,0,0.410112
X,0,185,0,412,724,0.5691,2611,200,0.084226646,0.572272635,0.491509769,4,165,43,0,1,0,hans.7302,9,4,0.444444444,1,0,1.04
X,0,124,0,420,718,0.585,2276,174,0.076416337,0.302164142,0.24314215,333,127,39,0,0,0,leo1265,7,4,0.571428571,0,0,0.954023
Instagram,0,86,0,429,688,0.6235,4802,200,0.041640641,0.843301273,0.902903237,291,107,33,1,0,1,acc_kctczyjj,12,0,0,1,2,0.7
Instagram,1,89,1,429,701,0.612,1816,204,0.112272977,0.349989332,0.969924845,144,151,64,1,1,0,ahmed744,8,3,0.375,0,1,1.053922
Instagram,1,124,0,400,709,0.5642,3855,200,0.0531639,0.229516562,0.357662755,441,155,76,0,0,0,lucas_3942,10,4,0.4,1,0,1.155
Facebook,1,133,1,438,691,0.6339,3996,163,0.040780585,0.530103777,0.112310729,149,168,111,1,1,0,olga_7952,9,4,0.444444444,1,0,1.711656
Instagram,1,69,0,437,670,0.6522,1411,181,0.128186969,0.135660513,0.222537327,158,100,33,1,1,0,oliver,6,0,0,0,0,0.734807
Instagram,1,43,0,406,688,0.5901,4765,203,0.04259337,0.797483967,0.670667346,409,48,86,0,0,1,acc_644ekcl8,12,4,0.333333333,1,2,0.660099
Instagram,1,199,1,389,708,0.5494,3380,225,0.066548358,0.680028251,0.17293337,268,153,79,0,0,0,fatima,6,0,0,0,0,1.031111
Instagram,1,151,1,412,727,0.5667,1846,200,0.110990796,0.770508905,0.780122273,446,2,123,1,0,0,sakura.7614,11,4,0.363636364,1,0,0.625
Instagram,0,85,0,387,713,0.5428,1338,213,0.159073936,0.3988782,0.92303024,450,100,61,0,1,0,fatima.5071,11,4,0.363636364,1,0,0.755869
X,0,18,0,398,676,0.5888,118,217,1.823529412,0.835003414,0.963651515,490,165,127,1,1,0,max.2612,8,4,0.5,1,0,1.345622
Instagram,0,124,0,400,708,0.565,1869,220,0.117647059,0.510671942,0.009325506,318,141,69,0,1,0,sofia,5,0,0,0,0,0.954545
Facebook,0,145,0,400,715,0.5594,2098,200,0.090995712,0.094699035,0.958154165,10,128,47,0,1,0,suresh.2154,11,4,0.363636364,1,0,0.875
Instagram,1,94,1,409,663,0.6169,1814,213,0.080808081,0.224029249,0.740194419,68,91,76,0,1,0,anna.2252,9,4,0.444444444,1,2,0.784038
Instagram,0,100,0,401,701,0.572,1588,200,0.118313405,0.711052802,0.084050232,191,122,38,0,0,1,user_448396,11,6,0.545454545,1,1,0.8
X,0,29,1,390,702,0.5556,2455,222,0.068223725,0.896422299,0.415240469,101,117,69,0,1,0,ananya.3551,11,4,0.363636364,1,1,0.837838
X,0,248,1,399,706,0.5652,543,202,0.371323529,0.095185592,0.700045475,451,10,79,0,1,0,carlos,6,0,0,0,0,0.440594
Instagram,0,169,0,370,664,0.5572,2375,199,0.083754209,0.864214791,0.956685493,31,167,8,0,0,1,acc_edzq3rqh,12,1,0.083333333,1,1,0.879397
Instagram,1,124,1,400,680,0.5882,1527,224,0.146596859,0.799069829,0.164141394,201,100,28,0,1,1,acc_k1del9dq,12,2,0.166666667,1,1,0.571429
Facebook,1,201,0,400,703,0.569,3568,197,0.055197534,0.35656106,0.127733282,265,100,117,1,1,0,ayanda_1813,11,4,0.363636364,1,0,1.101523
Instagram,1,228,1,367,701,0.5235,1270,200,0.157356412,0.689276804,0.472347053,252,192,61,1,1,0,kwame6889,9,4,0.444444444,0,1,1.265
X,0,11,1,404,719,0.5619,602,201,0.333333333,0.186951344,0.968098894,53,183,141,1,1,0,chen_1113,9,4,0.444444444,1,1,1.61194
Instagram,1,117,0,401,692,0.5795,3615,200,0.055309735,0.8133933,0.491509769,438,9,42,1,0,1,bot_jh0po,9,1,0.111111111,1,0,0.255
Facebook,0,93,1,404,701,0.5763,2150,185,0.086006509,0.510671942,0.227914741,337,80,87,1,1,1,svjvu2692,9,4,0.444444444,0,0,0.902703
Facebook,1,154,1,381,680,0.5603,3302,211,0.06388132,0.510671942,0.319347148,252,70,7,1,1,1,luqcy4352,9,4,0.444444444,0,0,0.364929
Facebook,1,166,0,401,660,0.6076,388,205,0.526992288,0.864517316,0.491509769,238,102,24,1,0,0,mina_6991,9,4,0.444444444,1,1,0.614634
Instagram,1,136,1,398,656,0.6067,3681,207,0.056219446,0.139234501,0.734841491,438,191,131,1,1,1,roppx1647,9,4,0.444444444,0,1,1.555556
Facebook,1,245,1,413,631,0.6545,1603,200,0.121571072,0.845785632,0.491509769,252,140,14,1,0,0,riya,4,0,0,0,0,0.77
Instagram,1,148,1,383,705,0.5433,3283,206,0.06272838,0.023886407,0.491509769,337,21,15,0,1,0,kwame,5,0,0,0,0,0.174757
Instagram,0,75,0,429,683,0.6281,2697,185,0.068569311,0.753200404,0.21509605,290,55,76,1,0,0,liwei,5,0,0,0,0,0.708108
Instagram,1,124,1,420,688,0.6105,4435,205,0.046212804,0.573364077,0.759726859,322,121,126,1,1,1,22bdld9hf4,10,4,0.4,0,1,1.204878
Instagram,0,28,1,403,704,0.5724,4152,209,0.050325066,0.510671942,0.048565232,320,192,10,0,1,0,kwame,5,0,0,0,0,0.966507
Instagram,0,160,1,415,715,0.5804,3834,186,0.048500652,0.412344526,0.817832779,272,91,27,1,1,1,rvydl7588,9,4,0.444444444,0,1,0.634409
X,0,124,0,391,737,0.5305,1306,201,0.153787299,0.864441126,0.601556762,41,96,6,0,0,0,zuri.3796,9,4,0.444444444,1,0,0.507463
Instagram,0,189,1,407,698,0.5831,717,192,0.267409471,0.313149024,0.956100963,442,140,113,0,0,0,dmitri3431,10,4,0.4,0,0,1.317708
X,0,124,1,404,700,0.5771,3656,184,0.050314465,0.274955285,0.491509769,197,0,127,1,0,0,dmitri.6060,11,4,0.363636364,1,0,0.690217
Instagram,1,14,1,375,708,0.5297,2992,213,0.071166054,0.510671942,0.050815109,376,37,37,1,0,0,arjun,5,0,0,0,0,0.347418
Instagram,1,124,1,398,712,0.559,314,180,0.571428571,0.774363843,0.160521486,120,185,67,0,1,1,bot_12158,9,5,0.555555556,1,0,1.4
X,1,179,1,370,709,0.5219,2281,222,0.097283085,0.495291731,0.484207047,394,152,76,1,1,0,ahmed.8483,10,4,0.4,1,0,1.027027
Facebook,1,230,1,404,695,0.5813,2623,205,0.078125,0.537085326,0.491509769,333,41,119,1,0,1,acc_qzbktj8n,12,1,0.083333333,1,1,0.780488
Instagram,0,116,0,400,735,0.5442,2455,202,0.227221597,0.831655418,0.814445142,496,100,34,1,1,1,acc_15sl33pn,12,4,0.333333333,1,2,0.663366
Instagram,1,124,0,402,677,0.5938,4343,207,0.047651934,0.833365552,0.964370026,283,160,133,1,0,1,iuasi8198,9,4,0.444444444,0,0,1.415459
Instagram,1,181,1,400,714,0.5602,2490,240,0.096346849,0.161738105,0.491509769,294,184,109,0,1,0,kojo.6670,9,4,0.444444444,1,1,1.220833
X,0,17,1,454,683,0.6647,1923,209,0.108627859,0.549767673,0.25656352,181,36,115,0,0,0,layla3034,9,4,0.444444444,0,0,0.722488
Facebook,0,2,0,400,682,0.5865,4030,186,0.046142396,0.126018206,0.02510664,99,184,109,1,0,0,john_3330,9,4,0.444444444,1,1,1.575269
X,1,134,0,390,708,0.5508,3064,200,0.080808081,0.868528471,0.222926491,10,97,101,1,1,1,akfza8124,9,4,0.444444444,0,0,0.99
X,1,124,0,422,652,0.6472,161,218,1.345679012,0.837005702,0.675273198,370,100,98,1,0,1,user_594156,11,6,0.545454545,1,0,0.908257
Instagram,0,209,1,408,719,0.5675,2188,213,0.097304705,0.849348858,0.926274823,252,130,141,1,1,0,rahul.953,9,3,0.333333333,1,0,1.2723
X,1,235,1,365,674,0.5415,2352,212,0.090097748,0.7048585,0.320903667,252,29,146,1,0,1,user_300438,11,6,0.545454545,1,1,0.825472
Facebook,1,165,1,414,681,0.6079,1484,215,0.144781145,0.466877306,0.491509769,116,100,138,1,0,0,saif2985,8,4,0.5,0,0,1.106977
Instagram,1,164,1,415,688,0.6032,3893,202,0.051874679,0.404721226,0.394898248,423,190,70,0,1,0,luna,4,0,0,0,0,1.287129
Facebook,1,185,0,396,675,0.5867,2455,200,0.114433583,0.395224564,0.308271249,499,81,87,0,0,0,mina2136,8,4,0.5,0,0,0.84
Instagram,0,160,0,400,669,0.5979,4221,184,0.043581241,0.066212789,0.508844243,387,22,87,1,0,1,bot_r5isw,9,1,0.111111111,1,0,0.592391
